1984,1644.69
1985,1657.28
1986,1670.09
1987,1682.71
1988,1693.19
1989,1704.54
1990,1714.42
1991,1724.90
1992,1735.51
1993,1736.49
1994,1742.06
1995,1748.81
1996,1751.46
1997,1754.54
1998,1765.54
1999,1772.39
2000,1773.37
2001,1771.24
2002,1772.69
2003,1777.32
2004,1777.03
2005,1774.14
2006,1774.97
2007,1781.39
2008,1787.00
2009,1793.54
2010,1798.90
2011,1803.11
2012,1808.03
2013,1813.40
2014,1822.61
2015,1834.25
2016,1843.15
2017,1849.67
2018,1857.31
2019,1866.60
2020,1879.11
2021,1895.63
